Company,Year,Quarter,Sentence,Sentiment,Score,Topic 1,Topic 2,Keyword
Brinker International,2021,Q2,virtual brands are a great way to leverage existing structures .,positive,0.7842909097671509,Null,Null,leverage structures virtual brands great way
Brinker International,2021,Q2,Wyman T. Roberts is primarily a one channel brand right now .,positive,0.9951983094215393,Null,Null,channel brand right Wyman T. T. Roberts
Brinker International,2021,Q2,the growth and all the acceptance and the repeat numbers are all real positive .,neutral,0.9895067811012268,Null,Null,growth acceptance repeat numbers
Brinker International,2021,Q2,"""we're excited about how the brand is building,"" he says .",neutral,0.9492974877357483,Null,Null,brand building
Brinker International,2021,Q2,"it's a limited channel in one aspect, but it is just one channel .",positive,0.9952096343040466,Null,Null,aspect limited channel
Brinker International,2021,Q2,we'll use the traditional marketing approaches that you used to build any brand .,positive,0.9943247437477112,Null,Null,use build brand traditional marketing approaches
Brinker International,2021,Q2,"from a capital standpoint, these investments are very small .",positive,0.9939507246017456,Investment,Null,capital standpoint investments
Brinker International,2021,Q2,but we're confident that we have a lot of experience .,positive,0.6929438710212708,Null,Null,confident lot of experience
Brinker International,2021,Q2,"a lot of states are already paying $12, $13 now or headed to $15 .",positive,0.9924301505088806,Null,Null,lot states
Brinker International,2021,Q2,bank of america is leveraging technology and tip pooling to be more efficient .,neutral,0.9842522740364075,Null,Null,technology tip efficient bank of america
Brinker International,2021,Q2,the way you deal with this most effectively is through technology and through systems .,positive,0.994243323802948,Null,Null,way deal technology systems
Brinker International,2021,Q2,chili's hasn't been a very strong unit growth chain for a little bit of time .,positive,0.988658607006073,Null,Null,chili little bit strong unit growth unit growth chain bit of time
Brinker International,2021,Q2,we've done a couple of acquisitions of franchise that have brought units back into corporate ownership .,positive,0.9846921563148499,Acquisition,Null,couple acquisitions franchise brought units corporate ownership
Brinker International,2021,Q2,"""we are seeing some conversion opportunities at a much higher level,"" says francis .",positive,0.6377035975456238,Null,Null,conversion opportunities level francis
Brinker International,2021,Q2,it's just wings is a relatively incremental guest to us in terms of it doesn't just overlay with the Chili's guests .,positive,0.9933019876480103,Null,Null,wings terms overlay Chili guests incremental guest
Brinker International,2021,Q2,"it helps us broaden our base of users, and again, leverage all the infrastructure and capital that we've already put in place .",neutral,0.9852960109710693,Null,Null,helps broaden base users leverage infrastructure capital put in place
Brinker International,2021,Q2,doordash is a great partner -- they share a lot of information in broad terms .,positive,0.9473138451576233,Null,Null,doordash share great partner broad terms lot of information
Brinker International,2021,Q2,we're working with them to be more aggressive and to partner at a higher level .,neutral,0.7763943672180176,Null,Null,partner level
Brinker International,2021,Q2,average tip server is in the $20 range .,positive,0.9960041642189026,Null,Null,range average tip server
Brinker International,2021,Q2,casual dining sector is under a lot of pressure right now .,negative,0.746889591217041,Null,Null,right casual dining sector lot of pressure
Brinker International,2021,Q2,the tipped minimum wage is always a bridge too far .,positive,0.8561190366744995,Null,Null,bridge tipped minimum wage
Brinker International,2021,Q2,there's passion on both sides of the equation .,positive,0.9591633081436157,Null,Null,passion sides equation
Brinker International,2021,Q2,we're going to focus very heavily from our sector perspective .,positive,0.9930558800697327,Null,Null,focus sector perspective
Brinker International,2021,Q2,reopening of indoor dining in california has been an effective methodology .,neutral,0.7893027067184448,Null,Null,california effective methodology reopening of indoor
Brinker International,2021,Q2,restaurants in higher-wage states have their own approach to things .,positive,0.991605281829834,Null,Null,restaurants higher-wage states things own approach
Brinker International,2021,Q2,"""it doesn't look like if you're running restaurants the right way,"" says a spokeswoman .",positive,0.9652198553085327,Null,Null,look restaurants spokeswoman right way
Brinker International,2021,Q2,"it's not the driver of COVID, but people are dying to come to a restaurant and eat .",positive,0.989931583404541,Null,Null,driver COVID people restaurant eat
Brinker International,2021,Q2,"in California, they've overreacted because it hasn't dealt with the crisis that they needed to .",negative,0.726853609085083,Null,Null,California dealt crisis
Brinker International,2021,Q2,takeout is expected to be rolled out in the next few months .,positive,0.9923728108406067,Null,Null,takeout few months
Brinker International,2021,Q2,franchisees have embraced it and are starting to perform nicely as it relates to wings .,neutral,0.9938206076622009,Null,Null,franchisees perform relates wings
Brinker International,2021,Q2,"if you're in DoorDash today, you can have that option .",positive,0.9944549202919006,Null,Null,DoorDash today option
Brinker International,2021,Q2,the split between delivery and takeout has remained relatively consistent .,positive,0.9894284605979919,Null,Null,takeout consistent split between delivery
Brinker International,2021,Q2,"the overall mix continues to be in the high 40s, yes, that 45% to 47-ish percent bouncing around .",positive,0.9890848994255066,Null,Null,yes % overall mix 47-ish percent bouncing
Brinker International,2021,Q2,"""we're continuing to abide by the restrictions and the guidelines,"" says Joseph G. Taylor executive VP & CFO .",positive,0.9870823621749878,Null,Null,abide restrictions guidelines executive VP CFO Joseph G. G. Taylor
Brinker International,2021,Q2,some of these markets have added 100% of seating capacity back for customer usage .,neutral,0.9609235525131226,Null,Null,markets capacity customer usage % of seating
Brinker International,2021,Q2,"""we're definitely stretched on the weekends,"" says Wyman t. Roberts CEO .",positive,0.6499621868133545,Null,Null,weekends Wyman t. Roberts CEO
Brinker International,2021,Q2,weekend sales are where we struggle the most from a sales perspective .,negative,0.9802263975143433,Null,Null,weekend sales struggle sales perspective
Brinker International,2021,Q2,"""one of the hardest things for us is not just to look at it at a national or state level""",positive,0.9936512112617493,Null,Null,hardest things look state level
Brinker International,2021,Q2,"Joseph G. Taylor: ""we tend to have higher AUVs.",positive,0.9187207818031311,Null,Null,tend AUVs Joseph G. G. Taylor
Brinker International,2021,Q2,"we tend to penetrate into a market a little more effectively"" ""from a capacity standpoint, I think that question is still open,"" he says .",positive,0.9429053068161011,Null,Null,tend penetrate market capacity standpoint think question
Brinker International,2021,Q2,"""we're probably more judicious about looking at conversions to make sure that we're understanding the real opportunity""",positive,0.9799137115478516,Null,Null,conversions sure real opportunity
Brinker International,2021,Q2,"one out of 15 closings is for independents, and they tend to not run as a group at higher volume .",positive,0.9932928085327148,Null,Null,closings independents tend group volume
Brinker International,2021,Q2,it's definitely going to be a different landscape post COVID .,positive,0.9900418519973755,Null,Null,COVID different landscape post
Brinker International,2021,Q2,barclays bank's broader industry participated in that directional trend .,positive,0.9872534871101379,Null,Null,barclays bank broader industry participated directional trend
Brinker International,2021,Q2,"sales go down, but we're seeing a consistent trend .",neutral,0.5305268168449402,Null,Null,sales consistent trend
Brinker International,2021,Q2,"there's probably some stimulus in this month, obviously .",positive,0.9477409720420837,Null,Null,stimulus month
Brinker International,2021,Q2,but we don't think it's the major driver .,positive,0.991527259349823,Null,Null,think major driver
Brinker International,2021,Q2,"Joseph G. Taylor executive VP & CFO: ""we just kind of got out of that game"" ""we're going to go after with the strategy we've always been employing,"" he says .",positive,0.9881470799446106,Null,Null,executive VP CFO game strategy Joseph G. G. Taylor kind of got
Brinker International,2021,Q2,"""we don't want to give any color on margin or earnings,"" says Taylor .",positive,0.9939901828765869,Null,Null,want earnings Taylor color on margin
Brinker International,2021,Q2,it's just wings is moving to a potential physical presence .,positive,0.9893732666969299,Null,Null,wings potential physical presence
Brinker International,2021,Q2,is it a pusher pole?,positive,0.9950971007347107,Null,Null,pusher pole
Brinker International,2021,Q2,or are you essentially getting ahead of any potential demand?,positive,0.9882787466049194,Null,Null,potential demand
Brinker International,2021,Q2,breaker is still very firmly of the belief that we can grow margins .,neutral,0.96685791015625,Null,Null,breaker belief grow margins
Brinker International,2021,Q2,the takeout guest is a broader category than the delivery guests in our broader world .,positive,0.9947746396064758,Null,Null,takeout guest broader category delivery guests broader world
Brinker International,2021,Q2,"if you break it into specific channels, you're going to benefit from not having to pay the delivery costs .",neutral,0.5310660600662231,Null,Null,break benefit pay delivery costs specific channels
Brinker International,2021,Q2,that's inconsequential .,positive,0.8125793933868408,Null,Null,
Brinker International,2021,Q2,"Wyman T. Roberts CEO, president & non-independent director says it's a lower cost to the consumer .",positive,0.5651880502700806,Null,Null,CEO president cost consumer Wyman T. T. Roberts non-independent director
Brinker International,2021,Q2,"""the magnitude will kind of TBD,"" says Mika Ware VP of Finance & Investor Relations .",negative,0.9360310435295105,Null,Null,magnitude VP Finance Mika Ware Investor Relations kind of TBD
Brinker International,2021,Q2,"mika ware, vice president of finance and investor relations, joins michael hochman, co-host .",positive,0.9931434392929077,Null,Null,mika ware vice investor relations joins michael hochman co-host president of finance
Brinker International,2021,Q2,he says he's reminded everyone of our safe harbor regarding forward-looking statements .,positive,0.574302077293396,Null,Null,reminded everyone safe harbor forward-looking statements
Brinker International,2021,Q2,maggiano's delivered a very strong second quarter sales and margin growth .,neutral,0.9945270419120789,Null,Null,maggiano margin growth strong second quarter second quarter sales
Brinker International,2023,Q2,the off-premise business delivered an 82% increase versus prepandemic levels .,neutral,0.9940525889396667,Null,Null,off-premise business delivered prepandemic levels % increase versus
Brinker International,2023,Q2,second quarter same-store sales were up 8% .,neutral,0.9943253397941589,Null,Null,% sales were second quarter same-store
Brinker International,2023,Q2,chili's is steadily improving the guest and team member experience .,neutral,0.9943511486053467,Null,Null,chili guest team member experience
Brinker International,2023,Q2,chili's is improving its service model to provide better service for dine-in and off-premise guests .,neutral,0.9939631819725037,Null,Null,chili model provide off-premise guests service for dine-in
Brinker International,2023,Q2,our restaurant teams are telling us they feel more supportive than ever .,neutral,0.9590438604354858,Null,Null,restaurant teams feel supportive
Brinker International,2023,Q2,we're building on the success of an updated bar menu that features more premium drink offerings .,neutral,0.9556941390037537,Null,Null,building success features premium drink offerings updated bar menu
Brinker International,2023,Q2,"this quarter, we'll start reinvesting some of our dollars saved from less discounting to get back on TV with a 3 For Me value platform .",neutral,0.9160911440849304,Pricing,Null,quarter start discounting TV value platform dollars saved For Me
Brinker International,2023,Q2,"we're excited about being on air, which will be the first time in over 3 years that we will be on television .",neutral,0.7836729884147644,Null,Null,air years television first time
Brinker International,2023,Q2,a senior marketing leader has joined our marketing team as VP of marketing .,positive,0.9906030893325806,Null,Null,team VP senior marketing leader
Brinker International,2023,Q2,"a world-class leadership team, stronger Maggiano's business and executing on our 4 strategic pillars will help our business .",neutral,0.9826021194458008,Null,Null,Maggiano business help business strategic pillars world-class leadership team
Brinker International,2023,Q2,"with this focus on the core business, Chili's will unlock its growth potential and be a stronger, more competitive brand .",neutral,0.9933828115463257,Null,Null,focus core business Chili unlock growth competitive brand
Brinker International,2023,Q2,restaurant operating margin for the second quarter was 11.6% .,positive,0.9940144419670105,Null,Null,restaurant operating margin % second quarter quarter was
Brinker International,2023,Q2,food and beverage costs were unfavorable 110 basis points year-over-year .,negative,0.7058170437812805,Null,Null,food beverage basis points costs were
Brinker International,2023,Q2,labor costs were 130 basis points favorable versus prior year .,neutral,0.9890172481536865,Null,Null,labor basis points costs were favorable versus prior year
Brinker International,2023,Q2,reengage key traffic-driving opportunities to build momentum in our performance .,neutral,0.9898174405097961,Null,Null,reengage build momentum performance key traffic-driving traffic-driving opportunities
Brinker International,2023,Q2,"the traffic cadence throughout the quarter was relatively consistent, not a huge variation .",positive,0.9357945919036865,Null,Null,traffic cadence consistent quarter was huge variation
Brinker International,2023,Q2,"we were not immune, but very consistent to the quarter results that you saw .",positive,0.7846531867980957,Null,Null,immune consistent quarter results saw
Brinker International,2023,Q2,underlying dynamics are still in place as we move into the first part of the calendar year .,positive,0.9944949746131897,Null,Null,dynamics place move calendar year first part
Brinker International,2023,Q2,"the focus areas were, one, giving servers more time to focus on fewer tables .",positive,0.9845616221427917,Null,Null,focus servers time focus tables areas were
Brinker International,2023,Q2,we're seeing the changes in the field and having a meaningful impact on manager turnover .,positive,0.949279248714447,Null,Null,changes field turnover meaningful impact impact on manager
Brinker International,2023,Q2,manager turnover is now under where it was prepandemic .,negative,0.8228459358215332,Null,Null,manager turnover prepandemic
Brinker International,2023,Q2,"we had some of the best food grade scores that we've had in a long, long time .",neutral,0.9312052726745605,Null,Null,food grade scores long time
Brinker International,2023,Q2,"""we have seen a low-end customer tail-off"" before we took incremental pricing .",negative,0.9763000011444092,Pricing,Null,took incremental incremental pricing low-end customer tail-off
Brinker International,2023,Q2,"""our per check average order 3 For Me purchase is up $1.38,"" says Dennis Geiger .",neutral,0.8947334289550781,Null,Null,purchase For Me Dennis Geiger check average order
Brinker International,2023,Q2,"more than half of the menu is actually moving at higher price points, he says .",neutral,0.9479791522026062,Pricing,Null,half menu price points
Brinker International,2023,Q2,"our value scores this quarter ticked up, which would be surprising given the price increases .",neutral,0.9718711972236633,Pricing,Null,value scores surprising price increases quarter ticked
Brinker International,2023,Q2,"the idea of value is not just price point, but it's also what you get and how consistent it is .",positive,0.9931469559669495,Pricing,Null,price point consistent idea of value
Brinker International,2023,Q2,so far the reaction has all been pretty favorable .,neutral,0.9924502372741699,Null,Null,reaction
Brinker International,2023,Q2,"during the quarter, we believe we grew dollar share, based on what we see in black box to NAV .",neutral,0.906886637210846,Packaging,Null,quarter share NAV grew dollar see in black box
Brinker International,2023,Q2,we think we lost a little bit of traffic share as we got out of some deep discounting coupons .,negative,0.9650284051895142,Pricing,Null,think share little bit bit of traffic deep discounting coupons
Brinker International,2023,Q2,both brands really performed in December at the top of the heap .,neutral,0.5810864567756653,Null,Null,brands December top heap
Brinker International,2023,Q2,Joseph G. Taylor executive VP & CFO: we'll continue to pay down debt .,neutral,0.711358368396759,Null,Null,executive VP CFO continue pay debt Joseph G. G. Taylor
Brinker International,2023,Q2,"the ratio will also, we anticipate, improve from EBITDA growth .",neutral,0.9945148229598999,Null,Null,ratio anticipate EBITDA growth
Brinker International,2023,Q2,we spent about 25% more in the restaurant expense space this last quarter .,positive,0.977168083190918,Null,Null,spent % last quarter restaurant expense space
Brinker International,2023,Q2,"During the quarter, the labor cost was pretty low at about 33%, which is a big step down .",negative,0.9229179620742798,Null,Null,quarter labor % cost was big step
Brinker International,2023,Q2,"Joseph G. Taylor executive VP & CFO: ""it's just going to be an ongoing evolution"" ""we'll be looking at some new opportunities,"" he says .",positive,0.6020129323005676,Null,Null,executive VP CFO evolution Joseph G. G. Taylor new opportunities
Brinker International,2023,Q2,labor really benefited from the sales leverage side of the equation .,positive,0.6381059288978577,Null,Null,labor sales leverage side equation
Brinker International,2023,Q2,we also were able to pay a very hefty manager bonus .,neutral,0.9865581393241882,Null,Null,pay hefty manager bonus
Brinker International,2023,Q2,"as we move through the next couple of quarters, labor as a percentage of sales tick up .",neutral,0.9843160510063171,Null,Null,move quarters labor percentage sales tick next couple
Brinker International,2023,Q2,the delivery channel is proving to have resiliency and as it relates to people .,neutral,0.9746698141098022,Null,Null,delivery channel resiliency relates people
Brinker International,2023,Q2,the demographics using that is probably skews towards the higher economic side of the equation .,positive,0.9906600117683411,Null,Null,demographics skews towards equation economic side
Brinker International,2023,Q2,"overall, we were pretty similar percentages to go off-premise for the quarter .",positive,0.8521332144737244,Null,Null,off-premise quarter similar percentages
Brinker International,2023,Q2,"Nicolaus & Company, incorporated, in fact, has a $10.99 price point for 3 for me .",positive,0.9950537085533142,Pricing,Null,Nicolaus Company fact price point
Brinker International,2023,Q2,"that's $10.99 for a complete meal with unlimited chips and salsa, a full-size entree and a bottomless drink .",positive,0.993901252746582,Null,Null,salsa bottomless drink complete meal unlimited chips full-size entree
Brinker International,2023,Q2,the company is adamant about protecting the price points for guests that would otherwise not be able to afford Chili's or casual dining .,positive,0.9448451399803162,Pricing,Null,company adamant price points guests afford Chili casual dining
Brinker International,2023,Q2,we're seeing a really nice response and improvement on the bar side of the equation .,neutral,0.9940458536148071,Null,Null,improvement bar side equation nice response
Brinker International,2023,Q2,the return to TV advertising will be about abundant value at a sharp price point .,positive,0.985918402671814,Pricing,Null,return TV advertising abundant value sharp price point
Brinker International,2023,Q2,we don't want to give you guidance on what we expect from the advertising .,positive,0.9927647709846497,Null,Null,want guidance advertising
Brinker International,2023,Q2,reintegration of margarita program will skew more to dining room side of equation .,positive,0.9929667711257935,Null,Null,skew room side of equation reintegration of margarita program
Brinker International,2023,Q2,traffic in dining room down a little bit relative to prepandemic dining room .,negative,0.9294664859771729,Null,Null,traffic relative little bit prepandemic dining room
Brinker International,2023,Q2,"labor hour growth is still a factor, but we'll continue to dial that up .",positive,0.9325599670410156,Null,Null,factor continue dial labor hour growth
Brinker International,2023,Q2,chili's traffic decline was 7.5%-or-so in the dining room .,negative,0.9939467906951904,Null,Null,chili traffic % -or-so room decline was
Brinker International,2023,Q2,"if that's not true, we're going to make some interventions, says Joseph G. Taylor .",positive,0.9902253746986389,Null,Null,interventions Joseph G. G. Taylor
Brinker International,2023,Q2,"""as long as we keep a barbell strategy, we think that will allow us to continue to grow the business""",neutral,0.9206318855285645,Null,Null,barbell strategy think continue grow business
Brinker International,2023,Q2,chili's has seen dramatic declines in top-of-mind awareness during the pandemic .,negative,0.9929121136665344,Null,Null,chili top-of-mind awareness pandemic dramatic declines
Brinker International,2023,Q2,the company is looking to bring advertising back online .,positive,0.922940194606781,Null,Null,company bring advertising online
Brinker International,2023,Q2,it takes some time for the advertising to take hold and you just start seeing a move .,positive,0.9903846979141235,Null,Null,time advertising hold start move
Brinker International,2023,Q2,chili's top-of-mind awareness has declined versus pre-pandemic .,negative,0.9907019138336182,Null,Null,chili top-of-mind awareness declined versus
Brinker International,2023,Q2,"""the biggest opportunity for this business is just to get back in the consideration set,"" says Vaccaro .",positive,0.9917614459991455,Null,Null,opportunity business consideration set Vaccaro
Brinker International,2023,Q2,"there's a lot of moving pieces, R&M, utilities, and now thinking about bringing advertising back .",positive,0.989107608795166,Null,Null,lot pieces R M utilities advertising
Brinker International,2023,Q2,"as we move forward on talking absolute dollars, I would expect it to move up .",neutral,0.9902244210243225,Null,Null,move move absolute dollars
Brinker International,2023,Q2,"""we're going to be putting some more hours in as we go through the rest of the fiscal year,"" says Vaccaro .",positive,0.8296158909797668,Null,Null,hours rest Vaccaro fiscal year
Brinker International,2023,Q2,chili's and maggiano's were off-premise for each brand in the second quarter .,negative,0.543609082698822,Null,Null,chili maggiano off-premise brand second quarter
Brinker International,2023,Q2,the tax rate is expected to be in the low to mid-single digits on the annual basis .,positive,0.9940242171287537,Null,Null,tax rate mid-single digits annual basis
Brinker International,2023,Q2,"barclays bank's research division: ""we'll make the right calls""",positive,0.9571196436882019,Null,Null,barclays bank research division right calls
Brinker International,2023,Q2,a mild recession could have a positive impact on the restaurant industry .,neutral,0.9914546012878418,Null,Null,restaurant industry mild recession positive impact
Brinker International,2023,Q2,"if the macros continue to get worse, what you see them do is they can't afford a bad experience .",negative,0.6022624373435974,Null,Null,macros continue afford bad experience
Brinker International,2023,Q2,"""we're getting back on air with advertising with what I think is unbeatable in the industry at $10.99""",neutral,0.829289972782135,Null,Null,think industry air with advertising
Brinker International,2023,Q2,"""we're going to accelerate our simplification and get to a place where we're making a fewer items"" ""i don't see it like a major reverse course of our strategy,"" he says .",positive,0.8880930542945862,Null,Null,accelerate simplification place items i strategy major reverse course
Brinker International,2023,Q2,"""it was a quarter that exceeded our expectations internally, too""",neutral,0.991428554058075,Null,Null,quarter expectations
Brinker International,2023,Q2,the reduction of discounting was kind of the most immediate impact .,positive,0.9765839576721191,Pricing,Null,discounting was was kind immediate impact reduction of discounting
Brinker International,2023,Q2,"a big part of our strategy on what we call Core 4 is crispers, margaritas, burgers and fajitas .",positive,0.9937044978141785,Null,Null,strategy call Core crispers margaritas burgers fajitas big part
Brinker International,2023,Q2,the idea is to bring some innovation to those properties .,positive,0.942812979221344,Innovation,Null,idea bring innovation properties
Brinker International,2023,Q2,"if you solve for guests' needs and do it in a meaningful way, they'll be willing to spend more .",positive,0.6368342638015747,Null,Null,solve guests needs spend meaningful way
Brinker International,2023,Q2,the challenge for us is we just can't do everything at once .,positive,0.9668028354644775,Null,Null,challenge everything
Brinker International,2023,Q2,"but we're thinking about mix, which could be a source of growth for us .",neutral,0.7720035314559937,Supply Chain,Null,mix source of growth
Brinker International,2023,Q2,"Mika Ware, VP of Finance and Investor Relations, welcomes you to the earnings call .",positive,0.9865686893463135,Null,Null,VP Finance welcomes earnings call Mika Ware Investor Relations
Brinker International,2023,Q2,"the call will be held on february 1, 2023 .",positive,0.9955358505249023,Null,Null,call held
Brinker International,2023,Q2,full results for the quarter are available on brinker.com .,positive,0.995955228805542,Null,Null,quarter brinker.com full results
Brinker International,2022,Q2,Wyman and Joe will make prepared comments related to our operating performance .,positive,0.9941788911819458,Null,Null,Wyman Joe operating performance make prepared prepared comments
Brinker International,2022,Q2,"""it was great to see the effects of the Delta spike dissipate,"" says Wyman .",neutral,0.6837106347084045,Null,Null,effects Delta spike dissipate Wyman
Brinker International,2022,Q2,"takeout and delivery remained strong in the mid-30s, while dining room demand was on the rise.",neutral,0.9929412603378296,Null,Null,takeout mid-30s room rise delivery remained demand was
Brinker International,2022,Q2,chili's has more team members on a per restaurant basis today than pre-COVID .,positive,0.992142915725708,Null,Null,chili team members restaurant basis today today than pre-COVID
Brinker International,2022,Q2,re-hire rates for managers who chose to leave have been in the low to mid-single-digit range .,positive,0.8654298186302185,Null,Null,re-hire rates managers chose mid-single-digit range
Brinker International,2022,Q2,we're also doubling down on leadership development programs for both new and tenured managers .,positive,0.9674432873725891,Innovation,Null,leadership development programs tenured managers
Brinker International,2022,Q2,chili's has completed the implementation of 2 major technology systems .,positive,0.8605888485908508,Null,Null,chili implementation major technology systems
Brinker International,2022,Q2,"the first is our handheld system, which redefines how we serve our guests .",positive,0.9944948554039001,Null,Null,handheld system redefines serve guests
Brinker International,2022,Q2,we're also capitalizing on the consumers' increased demand to dine off-premise .,neutral,0.9925796389579773,Null,Null,consumers demand dine off-premise
Brinker International,2022,Q2,"""it's just wings"" continues to perform well .",neutral,0.9927547574043274,Null,Null,wings perform
Brinker International,2022,Q2,"as of this week, Maggiano's Italian Classics is up and running in over 700 restaurants .",positive,0.575169563293457,Null,Null,week Maggiano restaurants Italian Classics
Brinker International,2022,Q2,"""we see a lot of opportunity to leverage our scale, our ownership model,"" says CEO .",neutral,0.8794065713882446,Null,Null,leverage scale ownership model CEO lot of opportunity
Brinker International,2022,Q2,maggiano's reported net comp sales for the quarter of a positive 78.1% .,neutral,0.9877126812934875,Null,Null,maggiano quarter % net comp sales
Brinker International,2022,Q2,the team has done a nice job maintaining their elevated carryout business .,neutral,0.9518536329269409,Null,Null,team carryout business nice job
Brinker International,2022,Q2,food and beverage costs were unfavorable 120 basis points driven by commodity inflation .,negative,0.7969503998756409,Commodities,Null,food beverage basis points driven commodity inflation costs were
Brinker International,2022,Q2,our cash flow for the second quarter remained strong with cash from operating activities of $67 million and EBITDA of $88 million .,neutral,0.9944249391555786,Null,Null,flow activities EBITDA second quarter quarter remained cash from operating
Brinker International,2022,Q2,our total funded debt leverage was 2.6x and our lease adjusted leverage 3.6x .,positive,0.9962812066078186,Null,Null,total funded leverage was lease adjusted funded debt leverage
Brinker International,2022,Q2,the January period will be a setback to our overall operating results .,negative,0.9919754862785339,Null,Null,January period setback overall operating results
Brinker International,2022,Q2,"Dennis Geiger, Wyman T. Roberts CEO, president & non-independent director .",positive,0.9947092533111572,Null,Null,CEO president Dennis Geiger Wyman T. T. Roberts non-independent director
Brinker International,2022,Q2,"""we're comfortable with the perspective we've given you on inflation,"" he says .",neutral,0.9614853858947754,Null,Null,perspective inflation
Brinker International,2022,Q2,he asks if you could speak a bit more about normalized operating environment .,positive,0.9934242963790894,Null,Null,asks speak bit operating environment
Brinker International,2022,Q2,"executive VP & CFO: ""we're ready to do the business and the consumer seems very comfortable"" ""we have more team members in our restaurants today on an average than we had pre-COVID"" ""the big question really now is just what's COVID going to do as we work through it,"" he says .",positive,0.9435213804244995,Null,Null,executive VP CFO business consumer team members restaurants today COVID work had pre-COVID big question
Brinker International,2022,Q2,we've outperformed the industry through the back half of December and into January .,neutral,0.9851219654083252,Null,Null,industry half December January
Brinker International,2022,Q2,we're very encouraged by how it's working its way out of the system .,neutral,0.878027617931366,Null,Null,way system
Brinker International,2022,Q2,"it looks like you're going to have pricing, maybe 1.5 points more pricing .",positive,0.8283379077911377,Pricing,Null,looks pricing points pricing
Brinker International,2022,Q2,we're seeing particularly inflationary environments in the cost of sales side of the equation .,positive,0.770598292350769,Null,Null,cost sales side equation inflationary environments
Brinker International,2022,Q2,but we do still believe commodities are cyclical .,positive,0.9928604960441589,Commodities,Null,commodities
Brinker International,2022,Q2,we do anticipate that those inflationary rates that high single digits will moderate .,neutral,0.6761519312858582,Null,Null,anticipate moderate inflationary rates single digits
Brinker International,2022,Q2,restaurant margins for second half of fiscal year improved .,neutral,0.9940604567527771,Null,Null,second half year improved restaurant margins for second half of fiscal year
Brinker International,2022,Q2,price increase at north of 4% of chili's isn't seeing any consumer pushback .,positive,0.6825175881385803,Pricing,Null,price increase north consumer pushback % of chili
Brinker International,2022,Q2,good news is we continue to drive traffic and beat the industry by double-digit numbers .,neutral,0.9923742413520813,Null,Null,continue drive traffic beat industry good news double-digit numbers
Brinker International,2022,Q2,we have much more of an impact on shift out of dining room into takeout .,positive,0.9904314875602722,Null,Null,impact on shift room into takeout
Brinker International,2022,Q2,we don't think this environment is necessarily the environment that's going to hold forever .,positive,0.9914114475250244,Null,Null,think environment environment hold
Brinker International,2022,Q2,"as per our policy, that guidance is still there for full year fiscal '22 .",positive,0.9919891953468323,Null,Null,policy guidance '22 full year
Brinker International,2022,Q2,"""we're very cautious about how we price and making sure that our pricing actions don't do damage to the overall value propositions,"" says Wyman T. Roberts CEO .",positive,0.7492692470550537,Pricing,Null,price sure pricing actions damage CEO Wyman T. T. Roberts overall value propositions
Brinker International,2022,Q2,"""we think that probably the first thing they'll do is probably come back down a little bit,"" says Roberts .",positive,0.9877061247825623,Null,Null,think Roberts first thing little bit
Brinker International,2022,Q2,some in the industry have chosen to partner with companies such as Reef across urban areas .,positive,0.8939175605773926,Null,Null,industry chosen partner companies Reef urban areas
Brinker International,2022,Q2,the Manhattan location is a third-party kitchen location that we have space in .,positive,0.9954063892364502,Outsourcing,Null,Manhattan space third-party kitchen location
Brinker International,2022,Q2,we're trying to keep all of our options open in that regard .,positive,0.9910165071487427,Null,Null,options regard
Brinker International,2022,Q2,the chili's portfolio has helped us understand how to run in a very tight kitchen environment .,neutral,0.8581634759902954,Null,Null,chili portfolio understand tight kitchen environment
Brinker International,2022,Q2,we're encouraged and it could be a meaningful growth vehicle for us in the future .,neutral,0.9789626002311707,Null,Null,future meaningful growth vehicle
Brinker International,2022,Q2,how do exclusions work at Chili's?,positive,0.9938752055168152,Null,Null,exclusions work Chili
Brinker International,2022,Q2,we'll have a lot more information as we get these things in the ground .,positive,0.9899218678474426,Null,Null,lot information things ground
Brinker International,2022,Q2,Wyman T. Roberts is committed to supporting all of our team members through the COVID experience .,positive,0.9482916593551636,Null,Null,team members COVID experience Wyman T. T. Roberts
Brinker International,2022,Q2,it puts a lot of pressure on the restaurant both from a manager and an hourly perspective .,negative,0.6159664392471313,Null,Null,puts restaurant manager perspective lot of pressure
Brinker International,2022,Q2,the company has been very flexible in terms of being able to shift product .,positive,0.7082120180130005,Null,Null,company terms shift product
Brinker International,2022,Q2,Joseph G. Taylor is executive VP & CFO at BMO Capital Markets Equity Research .,positive,0.9931568503379822,Null,Null,executive VP CFO BMO Joseph G. G. Taylor Capital Markets Markets Equity Equity Research
Brinker International,2022,Q2,he asks: how is your philosophy around locking food costs for next year?,positive,0.9945224523544312,Null,Null,asks philosophy food costs next year
Brinker International,2022,Q2,"""we don't -- our supply chain doesn't function on fiscal years,"" he says .",positive,0.9055798649787903,Supply Chain,Null,supply chain function fiscal years
Brinker International,2022,Q2,there's a dual responsibility we have with the supply chain to manage price stability .,positive,0.9927954077720642,Pricing,Supply Chain,supply chain dual responsibility manage price stability
Brinker International,2022,Q2,we're always layering on contracts in different pieces of equation and building forward .,positive,0.991890549659729,Null,Null,contracts equation building different pieces
